ALREADY_ADDED_PROVIDER,"Proveedor ya registrado",,,,"Provider already registered"
VERIFY_MNEMONIC_SAVE_BUTTON,Salvar,,,,Save
TITLE_VERIFY_MNEMONIC,"Verificar respaldo",,,,"Verify backup"
NUMBER_KEYBOARD_1,1,,,,1
NUMBER_KEYBOARD_2,2,,,,2
NUMBER_KEYBOARD_3,3,,,,3
NUMBER_KEYBOARD_4,"4 4",,,,4
NUMBER_KEYBOARD_5,"5 5",,,,5
NUMBER_KEYBOARD_6,"6 6",,,,6
NUMBER_KEYBOARD_7,"7 7",,,,7
NUMBER_KEYBOARD_8,8,,,,8
NUMBER_KEYBOARD_9,"9 9",,,,9
NUMBER_KEYBOARD_0,"0 0",,,,0
ADD_PROVIDER_TITLE,"Añadir proveedor",,,,"Add Provider"
REVIEW_PROVIDER_TITLE,Proveedor,,,,Provider
PATIENT_NAME,"Nombre del paciente",,,,"Patient name"
NAME_NOT_PROVIDE,"Nombre no proporcionado",,,,"Name not provided"
QR_SCAN_CONNECTION_ERROR,"Error de conexión",,,,"Connection error"
QR_SCAN_USE_THE_SAME_ID_ERROR,"Esta identificación ya se usó",,,,"This ID already used"
QR_SCAN_VERIFY_DATA_FALSE,"Error al verificar los datos",,,,"Failed to verify data"
QR_SCAN_VERIFY_DATA_AGAIN_FALSE,"Error al verificar los datos",,,,"Failed to verify data"
ADDRESS_NOT_FOUND_IN_LIST_AUTHORIZED_SEEKERS,"Dirección no encontrada en la lista de buscadores autorizados",,,,"Address not found in list of authorized seekers"
consent_alert_title,"Abrir URL en el navegador",,,,"Open URL in browser"
consent_alert_agree,Seguir,,,,Continue
fourth_agreement_covid,"Sus datos demográficos y de salud básicos se cifran con su PIN y se almacenan en el almacenamiento local de su dispositivo móvil. Cualquier información que proporcione a los buscadores de su información de salud se transmite directamente desde su dispositivo al buscador.",,,,"Your basic health and demographic data is encrypted with your PIN and stored on your mobile device’s local storage. Any data you provide to seekers of your health information is transmitted directly from your device to the seeker."
fifth_agreement_covid,"Usted es el único responsable de la custodia de su información, como su PIN y las credenciales de correo electrónico de la cuenta.",,,,"You are solely responsible for the safekeeping of your information such as your PIN and account email credentials."
covid19_homepage_status,"Estado actual",,,,"Current status"
covid19_homepage_status_2,"Diagnosticado con COVID-19",,,,"Diagnosed with COVID-19"
covid19_homepage_status_1,"Observando síntomas",,,,"Observing symptoms"
covid19_homepage_status_0,Sano,,,,Healthy
covid19_homepage_tested_question,"¿Te han hecho la prueba de COVID-19?",,,,"Have you been tested for COVID-19?"
covid19_test_questions_title,"Prueba COVID-19",,,,"COVID-19 Testing"
covid19_test_location,"Lugar donde se realizó la prueba COVID-19",,,,"Location where COVID-19 test was performed"
covid19_test_diagnosed_question,"Como le han diagnosticado positivamente con COVID-19, ¿le gustaría compartir esta información con las personas con las que ha estado en contacto físico recientemente para apoyar el seguimiento y localización de la transmisión?",,,,"As you have been positively diagnosed with COVID-19, would you like to share this information with people you have recently been in physical contact with?"
covid19_inform_contact_description,"Informe a un contacto del resultado de su prueba COVID-19",,,,"Inform a contact of your COVID-19 test outcome"
covid19_inform_contact_sub_description,"(con quién ha estado en contacto en los últimos 10 días)",,,,"(who you have been in contact with within the last 10 days)"
covid19_invited_description,"Has sido invitado por un contacto. Invite a contactos que puedan estar interesados en rastrear los síntomas.",,,,"You have been invited by a contact. Invite contacts who may be interested in tracking symptoms."
covid19_invite_description,"Invite a contactos que puedan estar interesados en rastrear los síntomas.",,,,"Invite contacts who may be interested in tracking symptoms."
covid19_information_description,"Durante los próximos días / semanas, recibirá cuestionarios a través de la aplicación (en su bandeja de entrada) para controlar sus síntomas y asesorar sobre los próximos pasos posibles.",,,,"During the coming days/weeks, you will receive questionnaires via the app (in your inbox) to monitor your symptoms and advise on potential next steps."
covid19_test_location_label,"Lugar donde se realizó la prueba COVID-19",,,,"Location where COVID-19 test was performed"
covid19_search_address_label,"Buscar dirección",,,,"Search for address"
covid19_test_date_label,"Fecha en que se realizó la prueba COVID-19",,,,"Date when COVID-19 test was performed"
covid19_day_label,Día,,,,Day
covid19_month_label,Mes,,,,Month
covid19_year_label,Año,,,,Year
covid19_test_outcome_label,"Resultado de la prueba COVID-19",,,,"Outcome of COVID-19 test"
covid19_test_outcome_positive_label,Positivo,,,,"Positive (Diagnosed with COVID-19)"
covid19_test_outcome_negative_label,Negativo,,,,"Negative (No infection)"
covid19_test_outcome_shareable_label,"¿Le gustaría compartir el resultado de su prueba COVID-19 de forma anónima con el custodio de datos para apoyar la lucha contra el coronavirus?",,,,"Would you like to share the outcome of your COVID-19 test anonymously with the data custodian to support the fight against the coronavirus?"
covid19_yes_label,si,,,,Yes
covid19_no_label,No,,,,No
covid19_invite_contact_title,Compartir,,,,Share
covid19_invite_contact_share_reminder,"¿Desea compartir el resultado de su prueba COVID-19 al informar a los contactos?",,,,"Do you want to share your COVID-19 test outcome when informing contacts?"
covid19_invite_contact_tap_link_description,"Toque el enlace a continuación para invitar contactos.",,,,"Tap the link below to invite contacts."
verify_email_1_title,"Ingresa con e-mail",,,,"Sign up with email"
verify_email_1_get_email_description,"Por favor proporcione su dirección de correo electrónico. Se enviará un enlace de verificación a esta dirección de correo electrónico. Debe abrirse en este dispositivo para completar el inicio de sesión de la aplicación.",,,,"Please provide your email address. A verification link will be sent to this email address. It must be opened on this device in order to complete app sign-in."
verify_email_1_email_description,"Correo electrónico",,,,Email
verify_email_1_invalid_email_1,"¡Email inválido!",,,,"Invalid email!"
verify_email_1_send_sign_in_email_button,"Enviar correo electrónico de inicio de sesión",,,,"Send sign in email"
verify_email_2_title,"Verificar correo electrónico",,,,"Verify email"
verify_email_2_get_link_description,"Haga clic en el enlace de verificación en este dispositivo para completar el inicio de sesión en la aplicación",,,,"Please click on the verification link on this device to complete app sign-in"
covid19_symptoms_question,"¿Sufres alguno de los siguientes síntomas?",,,,"Are you suffering from any of the following symptoms?"
covid19_symptoms_cough_label,Tos,,,,Cough
covid19_symptoms_fever_label,Fiebre,,,,Fever
covid19_symptoms_tiredness_label,Cansancio,,,,Tiredness
covid19_symptoms_difficult_breathing_label,"Respiración dificultosa",,,,"Difficulty breathing"
covid19_close_contact_question,"¿Alguien le notificó recientemente que le dieron un resultado positivo para COVID-19 y usted ha estado en contacto cercano con esa persona durante los 10 días anteriores a la prueba?",,,,"Has someone recently notified you of being tested positively for COVID-19, and you have been in close contact with that person within the 10 days before the test?"
covid19_close_proximity_positive_question,"Como ha estado en contacto con un paciente con COVID-19 diagnosticado positivamente, siga las instrucciones locales de autoaislamiento (no salga de su casa por otra cosa que no sean necesidades críticas, alimentos, medicamentos, etc.)",,,,"As you have been in contact with a positively diagnosed COVID-19 patient, please follow local self-isolation guidance (not leaving your house for anything other than critical needs, food, medication,etc.)"
covid19_symptoms_shareable_question,"¿Le gustaría compartir sus síntomas de forma anónima con el custodio de datos para apoyar la lucha contra el coronavirus?",,,,"Would you like to share your symptoms anonymously with the data custodian to support the fight against the coronavirus?"
covid19_test_questions_subtitle,"Informe el resultado de una prueba de diagnóstico",,,,"Report result of a diagnostic test"
covid19_test_confirmed_date_label,"Fecha en que se confirmó el resultado",,,,"Date when result was confirmed"
covid19_invite_contact_text1,"De lo contrario, puede invitar a sus contactos a usar la aplicación.",,,,"Otherwise, you can invite your contacts to use the app."
covid19_invite_contact_text2,"Podrá editar el texto de su mensaje antes de enviarlo.",,,,"You will be able to edit the text of your message before sending."
covid19_invite_contact_text3,"Tenga en cuenta que compartir divulgará su identidad.",,,,"Please be aware that sharing will divulge your identity."
covid19_invite_contact_button_label,"Compartir con contactos",,,,"Share with contacts"
covid19_0_or_1_information1,"Durante el brote de pandemia de COVID-19, es esencial reducir la velocidad de transmisión. La aplicación le permite controlar su salud y rastrear ubicaciones para informarse si corría el riesgo de contraer el virus allí. Tras un diagnóstico positivo de COVID-19, informe a los contactos que conoce, con los que ha estado en contacto directo en los últimos 10 días.",,,,"During the COVID-19 pandemic outbreak, it is essential to slow down transmission. Use Centiva Geo check-ins and QR Scans to receive alerts for areas with increased exposure risk. Upon a positive COVID-19 diagnosis, report your test, and please inform contacts with whom you have been in direct contact within the last 10 days."
covid19_0_or_1_information2,"Siga la estrategia nacional destinada a controlar el brote pandémico de COVID-19. Si se le pide, quédese en casa y aísle, use una máscara, mantenga una distancia segura de los demás y lávese las manos con frecuencia. En cualquier momento, siga las indicaciones de su médico.",,,,"Follow the national strategy intended to control the pandemic outbreak of COVID-19. If asked to, please stay home and isolate, wear a mask, keep a safe distance from others and wash your hands frequently. At any time, follow the guidance by your doctor."
covid19_join_now_button,"Únete ahora",,,,"Join now"
covid19_fever_question,"¿Tiene actualmente fiebre o un episodio febril (temperatura corporal> 37.5 ° C)?",,,,"Do you have currently a fever or feverish episode (body temperature > 37.5 °C)?"
covid19_which_symtomp_question,"¿Qué síntomas estás experimentando actualmente?",,,,"Which symptoms are you currently experiencing?"
covid19_shortness_of_breath,"Dificultad para respirar",,,,"Shortness of breath"
covid19_sore_throat,"Dolor de garganta",,,,"Sore Throat"
covid19_cough,Tos,,,,Cough
covid19_chest_pain,"Dolor en el pecho",,,,"Chest Pain"
covid19_headache,"Dolor de cabeza",,,,Headache
covid19_fatigue,Fatiga,,,,Fatigue
covid19_nausea,Náusea,,,,Nausea
covid19_muscle_pain,"Dolor muscular",,,,"Muscle pain"
covid19_runny_nose,"Nariz que moquea",,,,"Runny nose"
covid19_diarrhea,Diarrea,,,,Diarrhea
covid19_lost_of_smell_or_taste,"Pérdida del olfato o del gusto (sin tener la nariz tapada)",,,,"Loss of smell or taste (w/o having a blocked nose)"
covid19_daily_check_button,"Chequeo diario",,,,"Daily Check"
covid19_test_report_button,"Informar una prueba",,,,"Report a Test"
covid19_share_with_contacts,"Compartir con contactos",,,,"Share with contacts"
covid19_user_location_label,"Tu ubicación",,,,"Your location"
covid19_symptom_questions_title,"Comprobación diaria de síntomas",,,,"Daily Symptom Check"
covid19_check_in_successful_card,"Check-in exitoso: ",,,,"Check-in successful: "
covid19_keep_your_health_status_update_reminder,"Mantenga actualizado su estado de salud:",,,,"Keep your health status up to date:"
covid19_keep_others_safe_reminder,"Mantenga a otros a salvo:",,,,"Keep others safe:"
covid_19_questionnaire_test_no_response_1,"Actualmente, no hay signos de que esté en riesgo de haber contraído el nuevo coronavirus. Respete las restricciones establecidas por su gobierno. ¡Asegúrese de practicar una buena higiene y distanciamiento físico!",,,,"Currently, there is no sign that you are at risk of having contracted the new coronavirus. Please adhere to the restrictions that have been set by your government. Make sure you are practicing good hygiene and physical distancing!"
covid_19_questionnaire_test_no_response_2,"De acuerdo con su edad y condiciones preexistentes, debe controlar sus síntomas de forma regular.",,,,"According to your age and/or preexisting conditions you should monitor your symptoms on a regular basis."
covid_19_questionnaire_test_no_response_3,"Reportó dificultad para respirar, tos y temperatura alta, llame a su médico o al hospital de inmediato. Indique que está llamando en relación con el nuevo coronavirus y que está en alto riesgo. Describe tus síntomas.",,,,"You reported shortness of breath, a cough and high temperature, call your doctor or a hospital immediately. State that you are calling in connection with the new coronavirus and that you are at high risk. Describe your symptoms."
covid_19_questionnaire_test_no_response_4,"Experimenta síntomas relacionados con COVID-19 y ha estado en contacto con una persona diagnosticada con COVID-19. Existe una alta probabilidad de que haya contraído el nuevo coronavirus. Debe permanecer en casa durante al menos diez días y controlar sus síntomas.",,,,"You experience symptoms related to COVID-19, or you have been in contact with a person diagnosed with COVID-19. There is some likelihood that you have contracted the new coronavirus. You should monitor your symptoms."
covid_19_questionnaire_test_no_understood_button,Entendido,,,,Understood
covid_19_share_location_data_question,"¿Acepta compartir sus datos de registro de ubicación con el custodio de datos para alertar anónimamente a otros usuarios?",,,,"Do you agree to share your location check-in data with the data custodian in order to anonymously alert other users?"
LANGUAGES.it,italiano,,,,Italian
covid19_check_in_disabled,"Los registros no son compatibles con el diagnóstico de COVID-19.",,,,"Check-ins are not supported upon being diagnosed with COVID-19."
warning,Advertencia,,,,Warning
covid19_risk_alert,"Alerta de riesgo Covid-19",,,,"COVID-19 Risk Alert"
covid19_risk_alert_info,"Un lugar que visitó tenía un mayor riesgo de exposición mientras estuvo aquí.",,,,"A location you visited had an increased exposure risk while you were there."
covid19_alert_details_title,"Alerta de contacto Covid-19",,,,"COVID-19 Contact Alert"
covid19_alert_details_info,"Una ubicación que visitó tenía un mayor riesgo de exposición mientras estuvo allí ",,,,"A location you visited had an increased exposure risk while you were there on the "
covid19_alert_observe_symptoms,"Observe sus síntomas de manera activa durante los próximos días y aísle de manera apropiada según corresponda.",,,,"Please observe your symptoms actively over the coming days, and self isolate as appropriate."
covid19_other_symtomps_placeholder,"Otro (indicar)",,,,"Other (please indicate)"
covid_19_related_factors_first_question,"¿Está tomando medicamentos regularmente para:",,,,"Are you regularly taking medication for:"
covid_19_related_factors_on_meds_hypertension,¿Hipertensión?,,,,"High Blood Pressure?"
covid_19_related_factors_on_meds_diabetes,¿Diabetes?,,,,Diabetes?
covid_19_related_factors_chronic_respirator_issues,"¿Problemas respiratorios crónicos (es decir, EPOC, asma, etc.)?",,,,"Chronic respiratory issues (i.e., COPD, asthma, etc.)?"
covid_19_related_factors_on_meds_immunosuppression,"¿Inmunosupresión (por ejemplo, después de un trasplante de órgano)?",,,,"Immunosuppression (e.g. after organ transplantation)?"
covid_19_related_factors_chemo_or_radio_therapy,"¿O está recibiendo quimioterapia / radioterapia para el tratamiento del cáncer?",,,,"Or are you undergoing chemo-/radiotherapy for cancer treatment?"
covid_19_related_factors_second_question,"¿Estás sufriendo alguna de las siguientes enfermedades?",,,,"Are you suffering from any of the following diseases?"
covid_19_related_factors_chronic_neurological_issues,"¿Problemas neurológicos crónicos (es decir, enfermedad de Parkinson, EM, etc.)?",,,,"Chronic neurological issues (i.e., Parkinson’s disease, MS, etc.)?"
covid_19_related_factors_weakened_immune_system,"Sistema inmunitario debilitado (p. Ej., En tratamiento con esteroides)?",,,,"Weakened immune system (e.g., on steroidal treatment)?"
covid_19_related_factors_blood_cancer,"Cáncer de sangre (leucemia) en cualquier etapa del tratamiento?",,,,"Blood cancer (leukemia) at any stage of treatment?"
covid_19_related_factors_chronic_kidney_issues,"Problemas renales crónicos?",,,,"Chronic kidney issues?"
covid_19_related_factors_chronic_heart_issues,"¿Problemas cardíacos crónicos (es decir, insuficiencia cardíaca)?",,,,"Chronic heart issues (i.e., heart failure)?"
covid_19_related_factors_chronic_liver_issues,"¿Problemas hepáticos crónicos (es decir, hepatitis)?",,,,"Chronic liver issues (i.e., hepatitis)?"
covid_19_related_factors_HIV_AIDS,"VIH / SIDA?",,,,HIV/AIDS?
covid19_respiratory,"Síntomas respiratorios, p. tos",,,,"Respiratory symptoms, such as cough (usually dry), sore throat, shortness of breath"
covid19_conjunctivitis,Conjuntivitis,,,,Conjunctivitis
covid19_headcold,"Cabeza fría",,,,"Head cold"
covid19_head_cold,"Cabeza fría",,,,"Head cold"
searchable_place_holder,Buscar,,,,Search
covid19_enter_place,"Ingrese solo ciudad / pueblo / aldea",,,,"Enter city/town/village only"
covid19_enter_post_code,"Ingrese el código postal",,,,"Enter postal code"
covid19_share_with_contacts_content1,"Ha estado en contacto con alguien a quien recientemente le diagnosticaron COVID-19. Por favor rastrea tus síntomas.",,,,"You have been in contact with someone who has recently been diagnosed with COVID-19. Please track your symptoms."
covid19_share_with_contacts_content2,"¡Me gustaría compartir la aplicación Centiva con ustedes porque juntos podemos evitar que se propague el nuevo coronavirus!",,,,"I'd like to share the Centiva app with you because together we can prevent the new coronavirus from spreading!"
covid19_check_in_button,Registrarse,,,,"Check in"
covid19_risk_alert_info_verified,"Uno de los lugares que visitó tenía un alto riesgo de exposición.",,,,"One of the locations you visited had a high risk of exposure."
covid_19_related_factors_adipositas,"Grado de obesidad lll (mórbido, IMC ≥ 40 kg / m²)",,,,"Obesity grade lll (morbid, BMI ≥ 40 kg/m²)"
covid19_symptoms_version,"Recomendación de BAG a partir del 15 de mayo de 2020",,,,"BAG recommendation as of 15 May 2020"
covid19_test_has_verification_code,"¿Has recibido un código de verificación?",,,,"Have you received a verification code?"
choose_map_check_in,"Ubicación actual",,,,"Current Location"
choose_qr_check_in,"Escanear código QR",,,,"Scan QR Code"
covid19_check_in_button_home,"Registro de ubicación",,,,"Location Check in"
covid19_test_verification_label,"Código de verificación",,,,"Verification code"
covid19_test_verification_placeholder,"Ingrese el código de verificación",,,,"Enter verification code"
covid19_test_basic_health_label,"Salud básica",,,,"Basic health"
covid19_test_gender_label,Género,,,,Gender
covid19_test_age_bracket_label,"Grupo de edad",,,,"Age bracket"
send_feedback_email_title,retroalimentación,,,,feedback
send_feed_back_email_title,"Comentarios del usuario de la aplicación",,,,"Feedback from app user"
invite_contact_share_by_email,"Compartir por correo electrónico",,,,"Share by email"
invite_contact_share_as_message,"Compartir como mensaje",,,,"Share as message"
covid19_invite_contact_subject,"COVID-19 por Centiva",,,,"COVID-19 by Centiva"
pub_health_fourth_agreement,"Your basic health and demographic data is encrypted with your PIN and stored on your mobile device’s local storage. Any data you provide to seekers of your health information is transmitted directly from your device to the seeker.",,,,"Your basic health and demographic data is encrypted with your PIN and stored on your mobile device’s local storage. Any data you provide to seekers of your health information is transmitted directly from your device to the seeker."
pub_health_fifth_agreement,"You are solely responsible for the safekeeping of your information such as your PIN and account email credentials.",,,,"You are solely responsible for the safekeeping of your information such as your PIN and account email credentials."
pub_health_homepage_status,"Current status",,,,"Current status"
pub_health_homepage_status_2,"Diagnosed with COVID-19",,,,"Diagnosed with COVID-19"
pub_health_homepage_status_1,"Observing symptoms",,,,"Observing symptoms"
pub_health_homepage_status_0,Healthy,,,,Healthy
pub_health_homepage_tested_question,"Have you been tested for COVID-19?",,,,"Have you been tested for COVID-19?"
pub_health_test_questions_title,"COVID-19 Testing",,,,"COVID-19 Testing"
pub_health_test_location,"Location where COVID-19 test was performed",,,,"Location where COVID-19 test was performed"
pub_health_test_diagnosed_question,"As you have been positively diagnosed with COVID-19, would you like to share this information with people you have recently been in physical contact with?",,,,"As you have been positively diagnosed with COVID-19, would you like to share this information with people you have recently been in physical contact with?"
pub_health_inform_contact_description,"Inform a contact of your COVID-19 test outcome",,,,"Inform a contact of your COVID-19 test outcome"
pub_health_inform_contact_sub_description,"(who you have been in contact with within the last 10 days)",,,,"(who you have been in contact with within the last 10 days)"
pub_health_invited_description,"You have been invited by a contact. Invite contacts who may be interested in tracking symptoms.",,,,"You have been invited by a contact. Invite contacts who may be interested in tracking symptoms."
pub_health_invite_description,"Invite contacts who may be interested in tracking symptoms.",,,,"Invite contacts who may be interested in tracking symptoms."
pub_health_information_description,"During the coming days/weeks, you will receive questionnaires via the app (in your inbox) to monitor your symptoms and advise on potential next steps.",,,,"During the coming days/weeks, you will receive questionnaires via the app (in your inbox) to monitor your symptoms and advise on potential next steps."
pub_health_test_location_label,"Location where COVID-19 test was performed",,,,"Location where COVID-19 test was performed"
pub_health_search_address_label,"Search for address",,,,"Search for address"
pub_health_test_date_label,"Date when COVID-19 test was performed",,,,"Date when COVID-19 test was performed"
pub_health_day_label,Day,,,,Day
pub_health_month_label,Month,,,,Month
pub_health_year_label,Year,,,,Year
pub_health_test_outcome_label,"Outcome of COVID-19 test",,,,"Outcome of COVID-19 test"
pub_health_test_outcome_positive_label,"Positive (Diagnosed with COVID-19)",,,,"Positive (Diagnosed with COVID-19)"
pub_health_test_outcome_negative_label,"Negative (No infection)",,,,"Negative (No infection)"
pub_health_test_outcome_shareable_label,"Would you like to share the outcome of your COVID-19 test anonymously with the data custodian to support the fight against the coronavirus?",,,,"Would you like to share the outcome of your COVID-19 test anonymously with the data custodian to support the fight against the coronavirus?"
pub_health_yes_label,Yes,,,,Yes
pub_health_no_label,No,,,,No
pub_health_invite_contact_title,Share,,,,Share
pub_health_invite_contact_share_reminder,"Do you want to share your COVID-19 test outcome when informing contacts?",,,,"Do you want to share your COVID-19 test outcome when informing contacts?"
pub_health_invite_contact_tap_link_description,"Tap the link below to invite contacts.",,,,"Tap the link below to invite contacts."
pub_health_symptoms_question,"Are you suffering from any of the following symptoms?",,,,"Are you suffering from any of the following symptoms?"
pub_health_symptoms_cough_label,Cough,,,,Cough
pub_health_symptoms_fever_label,Fever,,,,Fever
pub_health_symptoms_tiredness_label,Tiredness,,,,Tiredness
pub_health_symptoms_difficult_breathing_label,"Difficulty breathing",,,,"Difficulty breathing"
pub_health_close_contact_question,"Has someone recently notified you of being tested positively for COVID-19, and you have been in close contact with that person within the 10 days before the test?",,,,"Has someone recently notified you of being tested positively for COVID-19, and you have been in close contact with that person within the 10 days before the test?"
pub_health_close_proximity_positive_question,"As you have been in contact with a positively diagnosed COVID-19 patient, please follow local self-isolation guidance (not leaving your house for anything other than critical needs, food, medication,etc.)",,,,"As you have been in contact with a positively diagnosed COVID-19 patient, please follow local self-isolation guidance (not leaving your house for anything other than critical needs, food, medication,etc.)"
pub_health_symptoms_shareable_question,"Would you like to share your symptoms anonymously with the data custodian to support the fight against the coronavirus?",,,,"Would you like to share your symptoms anonymously with the data custodian to support the fight against the coronavirus?"
pub_health_test_questions_subtitle,"Report result of a diagnostic test",,,,"Report result of a diagnostic test"
pub_health_test_confirmed_date_label,"Date when result was confirmed",,,,"Date when result was confirmed"
pub_health_invite_contact_text1,"Otherwise, you can invite your contacts to use the app.",,,,"Otherwise, you can invite your contacts to use the app."
pub_health_invite_contact_text2,"You will be able to edit the text of your message before sending.",,,,"You will be able to edit the text of your message before sending."
pub_health_invite_contact_text3,"Please be aware that sharing will divulge your identity.",,,,"Please be aware that sharing will divulge your identity."
pub_health_invite_contact_button_label,"Share with contacts",,,,"Share with contacts"
pub_health_0_or_1_information1,"During the COVID-19 pandemic outbreak, it is essential to slow down transmission. Use Centiva Geo check-ins and QR Scans to receive alerts for areas with increased exposure risk. Upon a positive COVID-19 diagnosis, report your test, and please inform contacts with whom you have been in direct contact within the last 10 days.",,,,"During the COVID-19 pandemic outbreak, it is essential to slow down transmission. Use Centiva Geo check-ins and QR Scans to receive alerts for areas with increased exposure risk. Upon a positive COVID-19 diagnosis, report your test, and please inform contacts with whom you have been in direct contact within the last 10 days."
pub_health_0_or_1_information2,"Follow the national strategy intended to control the pandemic outbreak of COVID-19. If asked to, please stay home and isolate, wear a mask, keep a safe distance from others and wash your hands frequently. At any time, follow the guidance by your doctor.",,,,"Follow the national strategy intended to control the pandemic outbreak of COVID-19. If asked to, please stay home and isolate, wear a mask, keep a safe distance from others and wash your hands frequently. At any time, follow the guidance by your doctor."
pub_health_join_now_button,"Join now",,,,"Join now"
pub_health_fever_question,"Do you have currently a fever or feverish episode (body temperature > 37.5 °C)?",,,,"Do you have currently a fever or feverish episode (body temperature > 37.5 °C)?"
pub_health_which_symtomp_question,"Which symptoms are you currently experiencing?",,,,"Which symptoms are you currently experiencing?"
pub_health_shortness_of_breath,"Shortness of breath",,,,"Shortness of breath"
pub_health_sore_throat,"Sore Throat",,,,"Sore Throat"
pub_health_cough,Cough,,,,Cough
pub_health_chest_pain,"Chest Pain",,,,"Chest Pain"
pub_health_headache,Headache,,,,Headache
pub_health_fatigue,Fatigue,,,,Fatigue
pub_health_nausea,Nausea,,,,Nausea
pub_health_muscle_pain,"Muscle pain",,,,"Muscle pain"
pub_health_runny_nose,"Runny nose",,,,"Runny nose"
pub_health_diarrhea,Diarrhea,,,,Diarrhea
pub_health_lost_of_smell_or_taste,"Loss of smell or taste (w/o having a blocked nose)",,,,"Loss of smell or taste (w/o having a blocked nose)"
pub_health_daily_check_button,"Daily Check",,,,"Daily Check"
pub_health_test_report_button,"Report a Test",,,,"Report a Test"
pub_health_share_with_contacts,"Share with contacts",,,,"Share with contacts"
pub_health_user_location_label,"Your location",,,,"Your location"
pub_health_symptom_questions_title,"Daily Symptom Check",,,,"Daily Symptom Check"
pub_health_check_in_successful_card,"Check-in successful: ",,,,"Check-in successful: "
pub_health_keep_your_health_status_update_reminder,"Keep your health status up to date:",,,,"Keep your health status up to date:"
pub_health_keep_others_safe_reminder,"Keep others safe:",,,,"Keep others safe:"
pub_health_questionnaire_test_no_response_1,"Currently, there is no sign that you are at risk of having contracted the new coronavirus. Please adhere to the restrictions that have been set by your government. Make sure you are practicing good hygiene and physical distancing!",,,,"Currently, there is no sign that you are at risk of having contracted the new coronavirus. Please adhere to the restrictions that have been set by your government. Make sure you are practicing good hygiene and physical distancing!"
pub_health_questionnaire_test_no_response_2,"According to your age and/or preexisting conditions you should monitor your symptoms on a regular basis.",,,,"According to your age and/or preexisting conditions you should monitor your symptoms on a regular basis."
pub_health_questionnaire_test_no_response_3,"You reported shortness of breath, a cough and high temperature, call your doctor or a hospital immediately. State that you are calling in connection with the new coronavirus and that you are at high risk. Describe your symptoms.",,,,"You reported shortness of breath, a cough and high temperature, call your doctor or a hospital immediately. State that you are calling in connection with the new coronavirus and that you are at high risk. Describe your symptoms."
pub_health_questionnaire_test_no_response_4,"You experience symptoms related to COVID-19, or you have been in contact with a person diagnosed with COVID-19. There is some likelihood that you have contracted the new coronavirus. You should monitor your symptoms.",,,,"You experience symptoms related to COVID-19, or you have been in contact with a person diagnosed with COVID-19. There is some likelihood that you have contracted the new coronavirus. You should monitor your symptoms."
pub_health_questionnaire_test_no_understood_button,Understood,,,,Understood
pub_health_share_location_data_question,"Do you agree to share your location check-in data with the data custodian in order to anonymously alert other users?",,,,"Do you agree to share your location check-in data with the data custodian in order to anonymously alert other users?"
pub_health_check_in_disabled,"Check-ins are not supported upon being diagnosed with COVID-19.",,,,"Check-ins are not supported upon being diagnosed with COVID-19."
pub_health_risk_alert,"COVID-19 Risk Alert",,,,"COVID-19 Risk Alert"
pub_health_risk_alert_info,"A location you visited had an increased exposure risk while you were there.",,,,"A location you visited had an increased exposure risk while you were there."
pub_health_alert_details_title,"COVID-19 Contact Alert",,,,"COVID-19 Contact Alert"
pub_health_alert_details_info,"A location you visited had an increased exposure risk while you were there on the ",,,,"A location you visited had an increased exposure risk while you were there on the "
pub_health_alert_observe_symptoms,"Please observe your symptoms actively over the coming days, and self isolate as appropriate.",,,,"Please observe your symptoms actively over the coming days, and self isolate as appropriate."
pub_health_other_symtomps_placeholder,"Other (please indicate)",,,,"Other (please indicate)"
pub_health_related_factors_first_question,"Are you regularly taking medication for:",,,,"Are you regularly taking medication for:"
pub_health_related_factors_on_meds_hypertension,"High Blood Pressure?",,,,"High Blood Pressure?"
pub_health_related_factors_on_meds_diabetes,Diabetes?,,,,Diabetes?
pub_health_related_factors_chronic_respirator_issues,"Chronic respiratory issues (i.e., COPD, asthma, etc.)?",,,,"Chronic respiratory issues (i.e., COPD, asthma, etc.)?"
pub_health_related_factors_on_meds_immunosuppression,"Immunosuppression (e.g. after organ transplantation)?",,,,"Immunosuppression (e.g. after organ transplantation)?"
pub_health_related_factors_chemo_or_radio_therapy,"Or are you undergoing chemo-/radiotherapy for cancer treatment?",,,,"Or are you undergoing chemo-/radiotherapy for cancer treatment?"
pub_health_related_factors_second_question,"Are you suffering from any of the following diseases?",,,,"Are you suffering from any of the following diseases?"
pub_health_related_factors_chronic_neurological_issues,"Chronic neurological issues (i.e., Parkinson’s disease, MS, etc.)?",,,,"Chronic neurological issues (i.e., Parkinson’s disease, MS, etc.)?"
pub_health_related_factors_weakened_immune_system,"Weakened immune system (e.g., on steroidal treatment)?",,,,"Weakened immune system (e.g., on steroidal treatment)?"
pub_health_related_factors_blood_cancer,"Blood cancer (leukemia) at any stage of treatment?",,,,"Blood cancer (leukemia) at any stage of treatment?"
pub_health_related_factors_chronic_kidney_issues,"Chronic kidney issues?",,,,"Chronic kidney issues?"
pub_health_related_factors_chronic_heart_issues,"Chronic heart issues (i.e., heart failure)?",,,,"Chronic heart issues (i.e., heart failure)?"
