GET_SMS_CODE_FAIL_CONTENT,"Das Format der angegebenen Telefonnummer ist falsch. Die Telefonnummern haben folgendes Format[+][Landesvorwahl][Teilnehmernummer mit Ortsvorwahl]. ",,,,"The format of the phone number must be [+][country code][subcriber number including area code]."
INCOMPLETE_BASIC_HEATH_TITLE,"Unvollständige Gesundheitsangaben.",,,,"Incomplete basic health data"
INCOMPLETE_BASIC_HEATH_CONTENT,"Halten Sie Ihre Gesundheitsinformationen auf dem aktuellen Stand, um das Beste aus der Centiva App herauszuholen. Diese Informationen werden nur auf Ihrem Gerät gespeichert und dienen zur Auswahl der für Sie relevanten Anfragen. Diese werden mit niemandem geteilt.",,,,"Please keep your basic health information complete and up to date in order to get the most out of the Centiva app. This information is stored only on your device and used for selecting requests applicable to you. It is not shared with anyone."
REDEMPTION_DETAILS,"Details zur Einlösung",,,,"Redemption details"
SHOW_DETAILS_USER_DATA,"Details anzeigen ",,,,"Show Details"
REDEMPTION_ID_DESCRIPTION,Einlösungs-ID,,,,"Redemption ID:"
OFFER_PAGE_TITLE,"Angaben zum Angebot ",,,,"Offer Details"
BY_CHOOSING_AGREE,"Mit ihrer Zustimmung akzeptieren Sie unsere",,,,"By choosing ""Agree"" you accept our "
VERIFY_PROVIDER,"Anbieter hinzugefügt",,,,"Provider Added"
PROVIDER_NAME,"Name des Anbieters ",,,,"Provider name"
PROVIDER_ADDR,"Anbieter-Adresse ",,,,"Provider address"
YOUR_ID,"Ihre ID ",,,,"Your id"
VERIFY_PROVIDER_FAIL,"Information des Anbieters ist nicht korrekt",,,,"The provider information is not valid."
VERIFY_PROVIDER_SUCCESS,"Der Anbieter wurde erfolgreich hinzugefügt",,,,"The provider was added successfully."
VERIFY,Verifizieren,,,,Verify
PROVIDER_LIST,Anbieter,,,,Providers
VERIFY_PROVIDER_TITLE_FAIL,"Ungültige Informationen",,,,"Invalid information"
ALREADY_ADDED_PROVIDER,"Anbieter existiert bereits",,,,"Provider already registered"
VERIFY_MNEMONIC_SAVE_BUTTON,Speichern,,,,Save
TITLE_VERIFY_MNEMONIC,"Backup verifizieren",,,,"Verify backup"
NUMBER_KEYBOARD_1,1,,,,1
NUMBER_KEYBOARD_2,2,,,,2
NUMBER_KEYBOARD_3,3,,,,3
NUMBER_KEYBOARD_4,4,,,,4
NUMBER_KEYBOARD_5,5,,,,5
NUMBER_KEYBOARD_6,6,,,,6
NUMBER_KEYBOARD_7,7,,,,7
NUMBER_KEYBOARD_8,8,,,,8
NUMBER_KEYBOARD_9,9,,,,9
NUMBER_KEYBOARD_0,0,,,,0
ADD_PROVIDER_TITLE,"Anbieter hinzufügen",,,,"Add Provider"
REVIEW_PROVIDER_TITLE,Anbieter,,,,Provider
PATIENT_NAME,"Name des Patienten",,,,"Patient name"
NAME_NOT_PROVIDE,"Name nicht angegeben",,,,"Name not provided"
QR_SCAN_CONNECTION_ERROR,Verbindungsfehler,,,,"Connection error"
QR_SCAN_USE_THE_SAME_ID_ERROR,"ID wird bereits verwendet",,,,"This ID already used"
QR_SCAN_VERIFY_DATA_FALSE,"Überprüfung der Daten fehlgeschlagen",,,,"Failed to verify data"
QR_SCAN_VERIFY_DATA_AGAIN_FALSE,"Überprüfung der Daten fehlgeschlagen",,,,"Failed to verify data"
ADDRESS_NOT_FOUND_IN_LIST_AUTHORIZED_SEEKERS,"Adresse nicht gefunden.",,,,"Address not found in list of authorized seekers"
consent_alert_title,"Öffnen der URL im Browser",,,,"Open URL in browser"
consent_alert_agree,Weiter,,,,Continue
fourth_agreement_covid,"Ihre Gesundheits- und demographischen Daten werden mit Ihrem PIN verschlüsselt und im lokalen Speicher Ihres Mobilgeräts gespeichert. Wenn Sie über die Centiva App an einer Datenabfrage durch eine externe Organisation teilnehmen, werden die Daten direkt von Ihrem Gerät an diese übertragen.",,,,"Your basic health and demographic data is encrypted with your PIN and stored on your mobile device’s local storage. Any data you provide to seekers of your health information is transmitted directly from your device to the seeker."
fifth_agreement_covid,"Sie allein sind verantwortlich für die Aufbewahrung Ihrer Daten, einschließlich Ihres PIN und Ihrer E-Mail Zugangsdaten!",,,,"You are solely responsible for the safekeeping of your information such as your PIN and account email credentials."
covid19_homepage_status,"Aktueller Status",,,,"Current status"
covid19_homepage_status_2,COVID-19,,,,"Diagnosed with COVID-19"
covid19_homepage_status_1,Beobachten,,,,"Observing symptoms"
covid19_homepage_status_0,Gesund,,,,Healthy
covid19_homepage_tested_question,"Wurden Sie auf COVID-19 getestet?",,,,"Have you been tested for COVID-19?"
covid19_test_questions_title,"Fragen zu COVID-19-Test",,,,"COVID-19 Testing"
covid19_test_location,"Ort, an dem der COVID-19-Test durchgeführt wurde",,,,"Location where COVID-19 test was performed"
covid19_test_diagnosed_question,"Bei Ihnen wurde COVID-19 diagnostiziert. Würden Sie diese Informationen gerne an Personen weitergeben, mit denen Sie in letzter Zeit physischen Kontakt hatten, um die Verfolgung der Übertragung zu unterstützen?",,,,"As you have been positively diagnosed with COVID-19, would you like to share this information with people you have recently been in physical contact with?"
covid19_inform_contact_description,"Informieren Sie eine Kontaktperson über Ihr COVID-19-Testergebnis",,,,"Inform a contact of your COVID-19 test outcome"
covid19_inform_contact_sub_description,"(mit wem Sie innerhalb der letzten 10 Tage Kontakt hatten)",,,,"(who you have been in contact with within the last 10 days)"
covid19_invited_description,"Sie sind von einer Kontaktperson eingeladen worden. Laden Sie ebenfalls Kontakte ein, die daran interessiert sein könnten, Symptome zu verfolgen.",,,,"You have been invited by a contact. Invite contacts who may be interested in tracking symptoms."
covid19_invite_description,"Laden Sie Kontakte ein, die daran interessiert sein könnten, ihr Symptome zu verfolgen.",,,,"Invite contacts who may be interested in tracking symptoms."
covid19_information_description,"In den kommenden Tagen/Wochen erhalten Sie über die App (in Ihrem Posteingang) Fragebögen zur Überwachung Ihrer Symptome und zur Empfehlungen über mögliche nächste Schritte.",,,,"During the coming days/weeks, you will receive questionnaires via the app (in your inbox) to monitor your symptoms and advise on potential next steps."
covid19_test_location_label,"Ort, an dem der COVID-19-Test durchgeführt wurde",,,,"Location where COVID-19 test was performed"
covid19_search_address_label,Addressuche,,,,"Search for address"
covid19_test_date_label,"Datum, an dem der COVID-19-Test durchgeführt wurde",,,,"Date when COVID-19 test was performed"
covid19_day_label,Tag,,,,Day
covid19_month_label,Monat,,,,Month
covid19_year_label,Jahr,,,,Year
covid19_test_outcome_label,"Ergebnis COVID-19 Test",,,,"Outcome of COVID-19 test"
covid19_test_outcome_positive_label,Positiv,,,,"Positive (Diagnosed with COVID-19)"
covid19_test_outcome_negative_label,Negativ,,,,"Negative (No infection)"
covid19_test_outcome_shareable_label,"Möchten Sie das Ergebnis Ihres COVID-19-Tests anonym mit dem Datentreuhänder teilen, um die Übertragung des Coronavirus zu verfolgen?",,,,"Would you like to share the outcome of your COVID-19 test anonymously with the data custodian to support the fight against the coronavirus?"
covid19_yes_label,Ja,,,,Yes
covid19_no_label,Nein,,,,No
covid19_invite_contact_title,Teilen,,,,Share
covid19_invite_contact_share_reminder,"Möchten Sie Ihr COVID-19-Testergebnis teilen und ihre Kontakte informieren?",,,,"Do you want to share your COVID-19 test outcome when informing contacts?"
covid19_invite_contact_tap_link_description,"Tippen Sie auf den Link, um Kontakte einzuladen.",,,,"Tap the link below to invite contacts."
verify_email_1_title,"Mit e-Mail anmelden",,,,"Sign up with email"
verify_email_1_get_email_description,"Bitte geben Sie Ihre e-Mail-Adresse an. Zur Verifizierung wir ein Link wird an diese E-Mail-Adresse geschickt. Er muss auf diesem Gerät geöffnet werden, um die Anmeldung abzuschließen.",,,,"Please provide your email address. A verification link will be sent to this email address. It must be opened on this device in order to complete app sign-in."
verify_email_1_email_description,e-Mail,,,,Email
verify_email_1_invalid_email_1,"Ungültige e-Mail",,,,"Invalid email!"
verify_email_1_send_sign_in_email_button,"Mit e-Mail einloggen",,,,"Send sign in email"
verify_email_2_title,"e-Mail bestätigen",,,,"Verify email"
verify_email_2_get_link_description,"Klicken Sie auf diesem Gerät auf den Verifizierungslink, um die Anmeldung abzuschließen",,,,"Please click on the verification link on this device to complete app sign-in"
covid19_symptoms_question,"Leiden Sie gegenwärtig an einem der folgenden Symptome?",,,,"Are you suffering from any of the following symptoms?"
covid19_symptoms_cough_label,Husten,,,,Cough
covid19_symptoms_fever_label,Fieber,,,,Fever
covid19_symptoms_tiredness_label,Müdigkeit,,,,Tiredness
covid19_symptoms_difficult_breathing_label,Atemnot,,,,"Difficulty breathing"
covid19_close_contact_question,"Hat Ihnen kürzlich jemand mitgeteilt, dass er positiv auf COVID-19 getestet wurde, und standen Sie innerhalb der 10 Tage vor dem Test in engem Kontakt mit dieser Person?",,,,"Has someone recently notified you of being tested positively for COVID-19, and you have been in close contact with that person within the 10 days before the test?"
covid19_close_proximity_positive_question,"Da Sie mit einem COVID-19-Patienten Kontakt hatten, befolgen Sie bitte die örtliche Anweisungen zur Selbstisolierung (verlassen Sie Ihr Haus nur aus wichtigen Gründen (Nahrungsmittel, Medikamente usw.).",,,,"As you have been in contact with a positively diagnosed COVID-19 patient, please follow local self-isolation guidance (not leaving your house for anything other than critical needs, food, medication,etc.)"
covid19_symptoms_shareable_question,"Möchten Sie Ihre Symptome anonym mit dem Daten Treuhänder teilen, um die Übertragung des Coronavirus zu verfolgen?",,,,"Would you like to share your symptoms anonymously with the data custodian to support the fight against the coronavirus?"
covid19_test_questions_subtitle,"Ergebnis eines diagnostischen Tests melden",,,,"Report result of a diagnostic test"
covid19_test_confirmed_date_label,"Datum des Testergebnisses",,,,"Date when result was confirmed"
covid19_invite_contact_text1,"Andernfalls können Sie Ihre Kontakte zur Nutzung der App einladen.",,,,"Otherwise, you can invite your contacts to use the app."
covid19_invite_contact_text2,"Sie können den Text Ihrer Nachricht vor dem Absenden bearbeiten.",,,,"You will be able to edit the text of your message before sending."
covid19_invite_contact_text3,"Bitte beachten Sie, dass Ihre Identität durch die Weitergabe preisgegeben wird.",,,,"Please be aware that sharing will divulge your identity."
covid19_invite_contact_button_label,"Teile mit Kontakten",,,,"Share with contacts"
covid19_0_or_1_information1,"Während der COVID-19-Pandemie ist es wichtig, die Übertragung des Virus zu verlangsamen. Verwenden Sie Centiva Geo-Check-Ins und QR-Scans, um Benachrichtigungen für Orte mit erhöhtem Ansteckungsrisiko zu erhalten. Im Falle einer positiven Covid-19 Diagnose informieren Sie bitte die Ihnen bekannten Personen, mit denen Sie in den letzten 10 Tagen in Kontakt standen.",,,,"During the COVID-19 pandemic outbreak, it is essential to slow down transmission. Use Centiva Geo check-ins and QR Scans to receive alerts for areas with increased exposure risk. Upon a positive COVID-19 diagnosis, report your test, and please inform contacts with whom you have been in direct contact within the last 10 days."
covid19_0_or_1_information2,"Folgen Sie der nationalen Strategie zur Kontrolle des Ausbruchs einer Pandemie von COVID-19. Wenn Sie dazu aufgefordert werden, bleiben Sie bitte zu Hause und isolieren Sie sich, tragen Sie eine Maske, halten Sie einen Sicherheitsabstand zu anderen und waschen Sie sich häufig die Hände. Befolgen Sie zu jeder Zeit die Anweisungen Ihres Arztes.",,,,"Follow the national strategy intended to control the pandemic outbreak of COVID-19. If asked to, please stay home and isolate, wear a mask, keep a safe distance from others and wash your hands frequently. At any time, follow the guidance by your doctor."
covid19_join_now_button,Mitmachen,,,,"Join now"
covid19_fever_question,"Haben Sie derzeit Fieber oder Fiebergefühl (mehr als 37,5 °C)?",,,,"Do you have currently a fever or feverish episode (body temperature > 37.5 °C)?"
covid19_which_symtomp_question,"Welche Symptome treten derzeit bei Ihnen auf?",,,,"Which symptoms are you currently experiencing?"
covid19_shortness_of_breath,Kurzatmigkeit,,,,"Shortness of breath"
covid19_sore_throat,Halsschmerzen,,,,"Sore Throat"
covid19_cough,Husten,,,,Cough
covid19_chest_pain,"Schmerzen in der Brust",,,,"Chest Pain"
covid19_headache,Kopfschmerzen,,,,Headache
covid19_fatigue,Müdigkeit,,,,Fatigue
covid19_nausea,Übelkeit,,,,Nausea
covid19_muscle_pain,Gliederschmerzen,,,,"Muscle pain"
covid19_runny_nose,"Laufende Nase",,,,"Runny nose"
covid19_diarrhea,Durchfall,,,,Diarrhea
covid19_lost_of_smell_or_taste,"Verminderter Geruchs- oder Geschmackssinn (ohne verstopfte Nase)",,,,"Loss of smell or taste (w/o having a blocked nose)"
covid19_daily_check_button,"Täglicher Check",,,,"Daily Check"
covid19_test_report_button,"Berichte einen Test",,,,"Report a Test"
covid19_share_with_contacts,"Teile mit Kontakten",,,,"Share with contacts"
covid19_user_location_label,"Dein Ort",,,,"Your location"
covid19_symptom_questions_title,"Symptom Check",,,,"Daily Symptom Check"
covid19_check_in_successful_card,"Check-in erfolgreich",,,,"Check-in successful: "
covid19_keep_your_health_status_update_reminder,"Gesundheitszustand aktuell halten:",,,,"Keep your health status up to date:"
covid19_keep_others_safe_reminder,"Schütze andere:",,,,"Keep others safe:"
covid_19_questionnaire_test_no_response_1,"Derzeit gibt es keine Anzeichen dafür, dass Sie sich mit dem neuen Coronavirus infiziert haben. Bitte halten Sie sich an die Einschränkungen, die von Ihrer Behörden festgelegt wurden. Achten Sie auf Handhygiene und halten Sie Abstand!",,,,"Currently, there is no sign that you are at risk of having contracted the new coronavirus. Please adhere to the restrictions that have been set by your government. Make sure you are practicing good hygiene and physical distancing!"
covid_19_questionnaire_test_no_response_2,"Aufgrund ihres Alters und/oder Ihrer Vorerkrankungen sollten Sie Ihre Symptome regelmäßig prüfen.",,,,"According to your age and/or preexisting conditions you should monitor your symptoms on a regular basis."
covid_19_questionnaire_test_no_response_3,"Sie berichteten Kurzatmigkeit, Husten und hohes Fieber. Rufen Sie sofort Ihren Arzt oder ein Krankenhaus an. Erwähnen Sie, dass ihr Anruf im Zusammenhang mit dem neuen Coronavirus steht und dass Sie einem hohen Risiko ausgesetzt sind. Beschreiben Sie Ihre Symptome.",,,,"You reported shortness of breath, a cough and high temperature, call your doctor or a hospital immediately. State that you are calling in connection with the new coronavirus and that you are at high risk. Describe your symptoms."
covid_19_questionnaire_test_no_response_4,"Bei ihnen treten Symptome auf, die mit COVID-19 zusammenhängen und/oder Sie sind mit einer Person in Kontakt gekommen, bei der COVID-19 diagnostiziert wurde. Es besteht eine gewisse Wahrscheinlichkeit, dass Sie sich mit dem neuen Coronavirus angesteckt haben. Bitte überwachen Sie Ihre Symptome.",,,,"You experience symptoms related to COVID-19, or you have been in contact with a person diagnosed with COVID-19. There is some likelihood that you have contracted the new coronavirus. You should monitor your symptoms."
covid_19_questionnaire_test_no_understood_button,Verstanden,,,,Understood
covid_19_share_location_data_question,"Sind Sie damit einverstanden, Ihre Standort-Check-in-Daten mit dem Daten Treuhänder zu teilen, um andere Benutzer anonym zu alarmieren?",,,,"Do you agree to share your location check-in data with the data custodian in order to anonymously alert other users?"
LANGUAGES.it,Italienisch,,,,Italian
covid19_check_in_disabled,"Check-Ins werden nicht unterstützt, sobald die Diagnose COVID-19 gestellt wird.",,,,"Check-ins are not supported upon being diagnosed with COVID-19."
warning,Warnung,,,,Warning
covid19_risk_alert,"COVID-19 Risikowarnung",,,,"COVID-19 Risk Alert"
covid19_risk_alert_info,"Sie haben kürzlich einen Ort mit einem erhöhten Infektionsrisiko besucht.",,,,"A location you visited had an increased exposure risk while you were there."
covid19_alert_details_title,"COVID-19 Kontaktwarnung",,,,"COVID-19 Contact Alert"
covid19_alert_details_info,"Sie haben einen Ort mit einem erhöhten Infektionsrisiko besucht am ",,,,"A location you visited had an increased exposure risk while you were there on the "
covid19_alert_observe_symptoms,"Bitte beobachten Sie Ihre Symptome in den kommenden Tagen und isolieren Sie sich ggf. selbst.",,,,"Please observe your symptoms actively over the coming days, and self isolate as appropriate."
covid19_other_symtomps_placeholder,"Andere (bitte angeben)",,,,"Other (please indicate)"
covid_19_related_factors_first_question,"Nehmen Sie regelmässig Medikamente für:",,,,"Are you regularly taking medication for:"
covid_19_related_factors_on_meds_hypertension,"Hohen Blutdruck?",,,,"High Blood Pressure?"
covid_19_related_factors_on_meds_diabetes,Diabetes?,,,,Diabetes?
covid_19_related_factors_chronic_respirator_issues,"Chronische Atemwegserkrankungen (z.B. COPD, Asthma)?",,,,"Chronic respiratory issues (i.e., COPD, asthma, etc.)?"
covid_19_related_factors_on_meds_immunosuppression,"Immunosuppression (z.B. nach Organtransplantation)?",,,,"Immunosuppression (e.g. after organ transplantation)?"
covid_19_related_factors_chemo_or_radio_therapy,"Oder unterziehen Sie sich derzeit einer Chemo-/Strahlentherapie zur Krebsbehandlung?",,,,"Or are you undergoing chemo-/radiotherapy for cancer treatment?"
covid_19_related_factors_second_question,"Leiden Sie an einer der folgenden Erkrankungen?",,,,"Are you suffering from any of the following diseases?"
covid_19_related_factors_chronic_neurological_issues,"Chronische Neurologische Erkrankungen (z.B. Morbus Parkinson, Multiple Sklerose)?",,,,"Chronic neurological issues (i.e., Parkinson’s disease, MS, etc.)?"
covid_19_related_factors_weakened_immune_system,"Geschwächtes Immunsystem (z.B. durch Steroid-Behandlung)?",,,,"Weakened immune system (e.g., on steroidal treatment)?"
covid_19_related_factors_blood_cancer,"Blutkrebs (Leukämie) in jedem Stadium der Behandlung?",,,,"Blood cancer (leukemia) at any stage of treatment?"
covid_19_related_factors_chronic_kidney_issues,"Chronische Nierenprobleme?",,,,"Chronic kidney issues?"
covid_19_related_factors_chronic_heart_issues,"Chronische Herzprobleme (d.h. Herzinsuffizienz)?",,,,"Chronic heart issues (i.e., heart failure)?"
covid_19_related_factors_chronic_liver_issues,"Chronische Leberprobleme wie Hepatitis?",,,,"Chronic liver issues (i.e., hepatitis)?"
covid_19_related_factors_HIV_AIDS,HIV/AIDS?,,,,HIV/AIDS?
covid19_respiratory,"Respiratorische Symptome, z.B. Husten (meist trocken), Halsschmerzen, Kurzatmigkeit",,,,"Respiratory symptoms, such as cough (usually dry), sore throat, shortness of breath"
covid19_conjunctivitis,Bindehautentzündung,,,,Conjunctivitis
covid19_headcold,Schnupfen,,,,"Head cold"
covid19_head_cold,Schnupfen,,,,"Head cold"
searchable_place_holder,Suche,,,,Search
covid19_enter_place,"Geben Sie Ihre Stadt oder Region ein",,,,"Enter city/town/village only"
covid19_enter_post_code,"Geben Sie die Postleitzahl ein",,,,"Enter postal code"
covid19_share_with_contacts_content1,"Sie haben Kontakt mit jemandem gehabt, bei dem kürzlich COVID-19 diagnostiziert wurde. Bitte verfolgen Sie Ihre Symptome.",,,,"You have been in contact with someone who has recently been diagnosed with COVID-19. Please track your symptoms."
covid19_share_with_contacts_content2,"Ich möchte die Centiva-App mit Ihnen teilen, da wir gemeinsam verhindern können, dass sich das neue Coronavirus verbreitet!",,,,"I'd like to share the Centiva app with you because together we can prevent the new coronavirus from spreading!"
covid19_check_in_button,Check-In,,,,"Check in"
covid19_risk_alert_info_verified,"Sie haben kürzlich einen Ort mit mit hohem Risiko Infektionsrisiko besucht.",,,,"One of the locations you visited had a high risk of exposure."
covid_19_related_factors_adipositas,"Adipositas Grad lll (morbid, BMI ≥ 40 kg/m²)",,,,"Obesity grade lll (morbid, BMI ≥ 40 kg/m²)"
covid19_symptoms_version,"BAG-Empfehlung vom 15. Mai 2020",,,,"BAG recommendation as of 15 May 2020"
covid19_test_has_verification_code,"Haben Sie einen Bestätigungscode erhalten?",,,,"Have you received a verification code?"
choose_map_check_in,"Aktueller Standort",,,,"Current Location"
choose_qr_check_in,"QR-Code scannen",,,,"Scan QR Code"
covid19_check_in_button_home,"Standort Einchecken",,,,"Location Check in"
covid19_test_verification_label,Bestätigungscode,,,,"Verification code"
covid19_test_verification_placeholder,"Bestätigungscode eingeben",,,,"Enter verification code"
covid19_test_basic_health_label,Basisdaten,,,,"Basic health"
covid19_test_gender_label,Geschlecht,,,,Gender
covid19_test_age_bracket_label,Altersklasse,,,,"Age bracket"
send_feedback_email_title,feedback,,,,feedback
send_feed_back_email_title,"Feedback from app user",,,,"Feedback from app user"
invite_contact_share_by_email,"Per E-Mail teilen",,,,"Share by email"
invite_contact_share_as_message,"Per Instant-Messaging teilen",,,,"Share as message"
covid19_invite_contact_subject,"COVID-19 von Centiva",,,,"COVID-19 by Centiva"
pub_health_fourth_agreement,"Your basic health and demographic data is encrypted with your PIN and stored on your mobile device’s local storage. Any data you provide to seekers of your health information is transmitted directly from your device to the seeker.",,,,"Your basic health and demographic data is encrypted with your PIN and stored on your mobile device’s local storage. Any data you provide to seekers of your health information is transmitted directly from your device to the seeker."
pub_health_fifth_agreement,"You are solely responsible for the safekeeping of your information such as your PIN and account email credentials.",,,,"You are solely responsible for the safekeeping of your information such as your PIN and account email credentials."
pub_health_homepage_status,"Current status",,,,"Current status"
pub_health_homepage_status_2,"Diagnosed with COVID-19",,,,"Diagnosed with COVID-19"
pub_health_homepage_status_1,"Observing symptoms",,,,"Observing symptoms"
pub_health_homepage_status_0,Healthy,,,,Healthy
pub_health_homepage_tested_question,"Have you been tested for COVID-19?",,,,"Have you been tested for COVID-19?"
pub_health_test_questions_title,"COVID-19 Testing",,,,"COVID-19 Testing"
pub_health_test_location,"Location where COVID-19 test was performed",,,,"Location where COVID-19 test was performed"
pub_health_test_diagnosed_question,"As you have been positively diagnosed with COVID-19, would you like to share this information with people you have recently been in physical contact with?",,,,"As you have been positively diagnosed with COVID-19, would you like to share this information with people you have recently been in physical contact with?"
pub_health_inform_contact_description,"Inform a contact of your COVID-19 test outcome",,,,"Inform a contact of your COVID-19 test outcome"
pub_health_inform_contact_sub_description,"(who you have been in contact with within the last 10 days)",,,,"(who you have been in contact with within the last 10 days)"
pub_health_invited_description,"You have been invited by a contact. Invite contacts who may be interested in tracking symptoms.",,,,"You have been invited by a contact. Invite contacts who may be interested in tracking symptoms."
pub_health_invite_description,"Invite contacts who may be interested in tracking symptoms.",,,,"Invite contacts who may be interested in tracking symptoms."
pub_health_information_description,"During the coming days/weeks, you will receive questionnaires via the app (in your inbox) to monitor your symptoms and advise on potential next steps.",,,,"During the coming days/weeks, you will receive questionnaires via the app (in your inbox) to monitor your symptoms and advise on potential next steps."
pub_health_test_location_label,"Location where COVID-19 test was performed",,,,"Location where COVID-19 test was performed"
pub_health_search_address_label,"Search for address",,,,"Search for address"
pub_health_test_date_label,"Date when COVID-19 test was performed",,,,"Date when COVID-19 test was performed"
pub_health_day_label,Day,,,,Day
pub_health_month_label,Month,,,,Month
pub_health_year_label,Year,,,,Year
pub_health_test_outcome_label,"Outcome of COVID-19 test",,,,"Outcome of COVID-19 test"
pub_health_test_outcome_positive_label,"Positive (Diagnosed with COVID-19)",,,,"Positive (Diagnosed with COVID-19)"
pub_health_test_outcome_negative_label,"Negative (No infection)",,,,"Negative (No infection)"
pub_health_test_outcome_shareable_label,"Would you like to share the outcome of your COVID-19 test anonymously with the data custodian to support the fight against the coronavirus?",,,,"Would you like to share the outcome of your COVID-19 test anonymously with the data custodian to support the fight against the coronavirus?"
pub_health_yes_label,Yes,,,,Yes
pub_health_no_label,No,,,,No
pub_health_invite_contact_title,Share,,,,Share
pub_health_invite_contact_share_reminder,"Do you want to share your COVID-19 test outcome when informing contacts?",,,,"Do you want to share your COVID-19 test outcome when informing contacts?"
pub_health_invite_contact_tap_link_description,"Tap the link below to invite contacts.",,,,"Tap the link below to invite contacts."
pub_health_symptoms_question,"Are you suffering from any of the following symptoms?",,,,"Are you suffering from any of the following symptoms?"
pub_health_symptoms_cough_label,Cough,,,,Cough
pub_health_symptoms_fever_label,Fever,,,,Fever
pub_health_symptoms_tiredness_label,Tiredness,,,,Tiredness
pub_health_symptoms_difficult_breathing_label,"Difficulty breathing",,,,"Difficulty breathing"
pub_health_close_contact_question,"Has someone recently notified you of being tested positively for COVID-19, and you have been in close contact with that person within the 10 days before the test?",,,,"Has someone recently notified you of being tested positively for COVID-19, and you have been in close contact with that person within the 10 days before the test?"
pub_health_close_proximity_positive_question,"As you have been in contact with a positively diagnosed COVID-19 patient, please follow local self-isolation guidance (not leaving your house for anything other than critical needs, food, medication,etc.)",,,,"As you have been in contact with a positively diagnosed COVID-19 patient, please follow local self-isolation guidance (not leaving your house for anything other than critical needs, food, medication,etc.)"
pub_health_symptoms_shareable_question,"Would you like to share your symptoms anonymously with the data custodian to support the fight against the coronavirus?",,,,"Would you like to share your symptoms anonymously with the data custodian to support the fight against the coronavirus?"
pub_health_test_questions_subtitle,"Report result of a diagnostic test",,,,"Report result of a diagnostic test"
pub_health_test_confirmed_date_label,"Date when result was confirmed",,,,"Date when result was confirmed"
pub_health_invite_contact_text1,"Otherwise, you can invite your contacts to use the app.",,,,"Otherwise, you can invite your contacts to use the app."
pub_health_invite_contact_text2,"You will be able to edit the text of your message before sending.",,,,"You will be able to edit the text of your message before sending."
pub_health_invite_contact_text3,"Please be aware that sharing will divulge your identity.",,,,"Please be aware that sharing will divulge your identity."
pub_health_invite_contact_button_label,"Share with contacts",,,,"Share with contacts"
pub_health_0_or_1_information1,"During the COVID-19 pandemic outbreak, it is essential to slow down transmission. Use Centiva Geo check-ins and QR Scans to receive alerts for areas with increased exposure risk. Upon a positive COVID-19 diagnosis, report your test, and please inform contacts with whom you have been in direct contact within the last 10 days.",,,,"During the COVID-19 pandemic outbreak, it is essential to slow down transmission. Use Centiva Geo check-ins and QR Scans to receive alerts for areas with increased exposure risk. Upon a positive COVID-19 diagnosis, report your test, and please inform contacts with whom you have been in direct contact within the last 10 days."
pub_health_0_or_1_information2,"Follow the national strategy intended to control the pandemic outbreak of COVID-19. If asked to, please stay home and isolate, wear a mask, keep a safe distance from others and wash your hands frequently. At any time, follow the guidance by your doctor.",,,,"Follow the national strategy intended to control the pandemic outbreak of COVID-19. If asked to, please stay home and isolate, wear a mask, keep a safe distance from others and wash your hands frequently. At any time, follow the guidance by your doctor."
pub_health_join_now_button,"Join now",,,,"Join now"
pub_health_fever_question,"Do you have currently a fever or feverish episode (body temperature > 37.5 °C)?",,,,"Do you have currently a fever or feverish episode (body temperature > 37.5 °C)?"
pub_health_which_symtomp_question,"Which symptoms are you currently experiencing?",,,,"Which symptoms are you currently experiencing?"
pub_health_shortness_of_breath,"Shortness of breath",,,,"Shortness of breath"
pub_health_sore_throat,"Sore Throat",,,,"Sore Throat"
pub_health_cough,Cough,,,,Cough
pub_health_chest_pain,"Chest Pain",,,,"Chest Pain"
pub_health_headache,Headache,,,,Headache
pub_health_fatigue,Fatigue,,,,Fatigue
pub_health_nausea,Nausea,,,,Nausea
pub_health_muscle_pain,"Muscle pain",,,,"Muscle pain"
pub_health_runny_nose,"Runny nose",,,,"Runny nose"
pub_health_diarrhea,Diarrhea,,,,Diarrhea
pub_health_lost_of_smell_or_taste,"Loss of smell or taste (w/o having a blocked nose)",,,,"Loss of smell or taste (w/o having a blocked nose)"
pub_health_daily_check_button,"Daily Check",,,,"Daily Check"
pub_health_test_report_button,"Report a Test",,,,"Report a Test"
pub_health_share_with_contacts,"Share with contacts",,,,"Share with contacts"
pub_health_user_location_label,"Your location",,,,"Your location"
pub_health_symptom_questions_title,"Daily Symptom Check",,,,"Daily Symptom Check"
pub_health_check_in_successful_card,"Check-in successful: ",,,,"Check-in successful: "
pub_health_keep_your_health_status_update_reminder,"Keep your health status up to date:",,,,"Keep your health status up to date:"
pub_health_keep_others_safe_reminder,"Keep others safe:",,,,"Keep others safe:"
pub_health_questionnaire_test_no_response_1,"Currently, there is no sign that you are at risk of having contracted the new coronavirus. Please adhere to the restrictions that have been set by your government. Make sure you are practicing good hygiene and physical distancing!",,,,"Currently, there is no sign that you are at risk of having contracted the new coronavirus. Please adhere to the restrictions that have been set by your government. Make sure you are practicing good hygiene and physical distancing!"
pub_health_questionnaire_test_no_response_2,"According to your age and/or preexisting conditions you should monitor your symptoms on a regular basis.",,,,"According to your age and/or preexisting conditions you should monitor your symptoms on a regular basis."
